business_id,name,address,postal_code,latitude,longitude,review_count,is_open,attributes,categories,hours,loc
WzLXKlHrfN2Ml2fKPjyoRA,B.B.Ques,650 Spadina Avenue,M5S 2H7,43.6632022,-79.4022766,15,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Barbeque, Caterers, Juice Bars & Smoothies, Restaurants, Food, Vegetarian, Event Planning & Services","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}","{'type': 'Point', 'coordinates': [-79.4022766, 43.6632022]}"
mymlOeTImIWcvZWFZVvbXQ,Meet You Leisure Restaurant,5437 Yonge Street,M2N 5S1,43.7769443207,-79.4144428886,13,1,"{'Caters': 'False', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'False', 'BikeParking': 'False', 'WheelchairAccessible': 'False'}","Seafood, Restaurants, Chinese","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '11:30-23:0'}","{'type': 'Point', 'coordinates': [-79.4144428886, 43.7769443207]}"
EyQoMv71nNxNvmzW87Nc4g,Amarynth,161 Cumberland Street,M5R 1A2,43.6697052,-79.3936867,3,1,"{'RestaurantsPriceRange2': '4', 'ByAppointmentOnly': 'False'}","Arts & Entertainment, Lighting Fixtures & Equipment, Shopping, Home Services, Art Galleries",,"{'type': 'Point', 'coordinates': [-79.3936867, 43.6697052]}"
3CpkZgNot1KVmKBB-bzojg,Damas Grill House & Juice Bar,1795 Victoria Park Avenue,M1R 1H5,43.7420506,-79.3098369,56,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True'}","Restaurants, Middle Eastern, Mediterranean, Thai","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}","{'type': 'Point', 'coordinates': [-79.3098369, 43.7420506]}"
5IEmInzR6tlsyAuOPzmvNw,Hollywood Nails,2214 Dundas Street W,M6R 1X3,43.6538842,-79.4515401,8,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Education, Specialty Schools, Cosmetology Schools, Beauty & Spas, Nail Salons","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '10:0-17:0'}","{'type': 'Point', 'coordinates': [-79.4515401, 43.6538842]}"
A6IF3oOUDnPMxNQmFm48Yw,Secrets From Your Sister,2501 Yonge Street,M4P 2H6,43.7120715,-79.3993081,11,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '4'}","Fashion, Shopping, Lingerie",,"{'type': 'Point', 'coordinates': [-79.3993081, 43.7120715]}"
Ri_K4vaiRNQjlyutXgadog,California Thai,5150 Yonge Street,M2N 6L6,43.7686976,-79.4131633,7,1,"{'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False'}","Restaurants, Chinese, Thai, Fast Food",,"{'type': 'Point', 'coordinates': [-79.4131633, 43.7686976]}"
q4M0sb8Sbyg4ExpSjwtW1g,Kensington Cafe,73 Kensington Ave,M5T 2K2,43.6545234,-79.4005358,9,1,"{'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False'}","Creperies, Restaurants",,"{'type': 'Point', 'coordinates': [-79.4005358, 43.6545234]}"
kFMEdURGAp4g29oaiF5Hjg,Earth Rosedale,1055 Yonge Street,M4W 2L2,43.6783912,-79.3898247,62,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '3', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'WiFi': ""u'free'""}","Breakfast & Brunch, Restaurants, Local Flavor, American (New), Canadian (New)","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}","{'type': 'Point', 'coordinates': [-79.3898247, 43.6783912]}"
1Qv_c1bCllShH1QrbmlH2Q,Narin Deli & Pastry,107 Danforth Avenue,M4K 1N2,43.6762302,-79.358026,4,0,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'""}","Delis, Restaurants, Food",,"{'type': 'Point', 'coordinates': [-79.358026, 43.6762302]}"
nTG85iVHPdLFAdjb6JCjig,FruiteaO,5929 Yonge Street,M2M 2E4,43.7872946,-79.4171501,4,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Food, Desserts, Taiwanese, Tea Rooms, Restaurants, Juice Bars & Smoothies","{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}","{'type': 'Point', 'coordinates': [-79.4171501, 43.7872946]}"
ryyptYnhb8n94NnEF_MRnQ,Ryoji Ramen & Izakaya,690 College Street,M6G 1C1,43.6554188,-79.4177747,152,0,"{'RestaurantsTableService': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'""}","Sushi Bars, Tapas/Small Plates, Tapas Bars, Restaurants, Ramen, Japanese","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-22:30'}","{'type': 'Point', 'coordinates': [-79.4177747, 43.6554188]}"
9HAfloFDDOH0f8fmA5nkaw,Sgt. Splatter's Project Paintball,54 Wingold Avenue,M6B 1P5,43.7036939,-79.4558854,17,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Local Flavor, Recreation Centers, Active Life, Paintball, Gun/Rifle Ranges, Sports Clubs","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}","{'type': 'Point', 'coordinates': [-79.4558854, 43.7036939]}"
eQCYur0033RkZdh5VjbF8A,Oliver & Bonacini Café Grill,33 Yonge Street,M5E 1G4,43.6471891243,-79.3767989569,219,1,"{'BikeParking': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'HasTV': 'True', 'GoodForKids': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Nightlife, Sandwiches, Italian, Restaurants, Wine Bars, Breakfast & Brunch, Canadian (New), American (New), American (Traditional), Bars","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}","{'type': 'Point', 'coordinates': [-79.3767989569, 43.6471891243]}"
kmEpq_OcZKMzPY1TApZbsA,Carter's Ice Cream,3 Woodmount Avenue,M4C 3X4,43.6854914,-79.3152617,28,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'True'}","Food, Ice Cream & Frozen Yogurt, Desserts",,"{'type': 'Point', 'coordinates': [-79.3152617, 43.6854914]}"
9JuVgiTUwrfweitp_flZbg,The Sausage King,95 Front Street E,M5E 1C2,43.6487301,-79.3715409,14,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Butcher, Specialty Food","{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-19:0', 'Saturday': '5:0-17:0'}","{'type': 'Point', 'coordinates': [-79.3715409, 43.6487301]}"
UEBnR63_9PQ9WZTyVnOIYg,See & Be Seen Eyecare,"171 E Liberty Street, Suite 136",M6K 3P6,43.6387,-79.417724,44,1,"{'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'AcceptsInsurance': 'True'}","Optometrists, Shopping, Laser Eye Surgery/Lasik, Health & Medical, Eyewear & Opticians","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '12:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}","{'type': 'Point', 'coordinates': [-79.417724, 43.6387]}"
1SrUvCiYAiZlTKXAUvQn6w,Cedarvale Park,Heathdale at Glen Cedar,M6C 1M6,43.6900824,-79.4254862,3,0,"{'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Parks",,"{'type': 'Point', 'coordinates': [-79.4254862, 43.6900824]}"
sB5MMViUlJmeL52xu6ubAw,Royal Fine Motors,1080 Weston Road,M6N 3S2,43.6855798,-79.4872839,3,1,,"Automotive, Car Dealers","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0'}","{'type': 'Point', 'coordinates': [-79.4872839, 43.6855798]}"
RNvVqnX-BLyT4Oe6FIyeJQ,Soma Chocolatemaker,443 King Street W,M5V 1K4,43.6451665,-79.3957597,178,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WiFi': ""'no'""}","Food, Chocolatiers & Shops, Ice Cream & Frozen Yogurt, Specialty Food, Desserts","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-18:0'}","{'type': 'Point', 'coordinates': [-79.3957597, 43.6451665]}"
l57pPj8XxRxmzsplMCeV9w,The Gem,1159 Davenport Road,M6H 2G4,43.6746075642,-79.4320964813,45,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'GoodForKids': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'""}","Pubs, Bars, Restaurants, Nightlife, American (Traditional)","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}","{'type': 'Point', 'coordinates': [-79.4320964813, 43.6746075642]}"
lJL9CcZ7dvjfOd8k7EzHIA,J'adore Cakes Co,3308 Danforth Ave,M1L 1C9,43.6932226,-79.2793617,12,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Food, Bakeries","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}","{'type': 'Point', 'coordinates': [-79.2793617, 43.6932226]}"
3cXsW6HxqW1HS4fcNCP1HQ,The Pickle Barrel,6508 Yonge Street,M2M 3X4,43.7963261,-79.4196176,65,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'False'}","American (Traditional), Restaurants","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}","{'type': 'Point', 'coordinates': [-79.4196176, 43.7963261]}"
ps-T9NYHXg4_pP0Tyc8Ntg,Toronto TAPS,1020 Lawrence Avenue W,M6A 1C8,43.7130886,-79.4621264,3,1,,"Shopping, Home & Garden, Kitchen & Bath, Home Decor, Shades & Blinds, Home Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:30-17:0'}","{'type': 'Point', 'coordinates': [-79.4621264, 43.7130886]}"
-3pJJf-vHQfysafL0r8YsA,Tasteco Supermarket,"462 Brichmount Road, Unit 18",M1K 1N8,43.7072508,-79.2695536,4,1,"{'Caters': 'False', 'RestaurantsPriceRange2': '1'}","Food, Grocery","{'Monday': '9:0-20:30', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-20:30'}","{'type': 'Point', 'coordinates': [-79.2695536, 43.7072508]}"
u3wWKIIdTZuAYqa2jHJoxA,Konner Chinese Restaurant,"3250 Midland Avenue, Unit 126",M1V 0C7,43.8050177706,-79.2876219749,21,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Chinese","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}","{'type': 'Point', 'coordinates': [-79.2876219749, 43.8050177706]}"
O0j_hOPPheOGQ7K0vwV_qw,New Star Cleaners,254 Av Kennedy,M6P 3C3,43.6516766,-79.4753925,4,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Dry Cleaning & Laundry, Local Services, Laundry Services",,"{'type': 'Point', 'coordinates': [-79.4753925, 43.6516766]}"
tbzdbivRz5BaY2G7f3RfKQ,The Salvation Army Thrift Store,3711 Keele Street,M3J 3N1,43.7557025,-79.4885099,3,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': 'None'}","Local Services, Community Service/Non-Profit, Thrift Stores, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0'}","{'type': 'Point', 'coordinates': [-79.4885099, 43.7557025]}"
1STm8Ctyc5wlvCjpb_d6YA,Performance Montessori,237 Sackville St,M5A 3G1,43.660472,-79.3627537,4,0,,"Montessori Schools, Education",,"{'type': 'Point', 'coordinates': [-79.3627537, 43.660472]}"
iEulhGpJwNygO9eYgbdxtg,McDonald's,1185 Dupont Street,M6H 1A5,43.6679362,-79.4391382,21,1,"{'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'Caters': 'False'}","Burgers, Fast Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","{'type': 'Point', 'coordinates': [-79.4391382, 43.6679362]}"
6Q5-2NE3drIe31Ii3xzcQQ,European Beauty,"112 Cumberland Street, Unit 202",M5R 1A6,43.6702822,-79.3915429,3,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Skin Care, Eyelash Service, Beauty & Spas, Hair Removal","{'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-18:0'}","{'type': 'Point', 'coordinates': [-79.3915429, 43.6702822]}"
dtIsT2opQvNNVk3RLOdYoQ,Allwyn's Bakery,"4750 Yonge Street, Unit 135",M3A 2J8,43.7603729,-79.4111154,38,1,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True'}","Food Court, Restaurants, Caribbean","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}","{'type': 'Point', 'coordinates': [-79.4111154, 43.7603729]}"
2-5WpknLYarNCHpXthzeZQ,Q&S Quality Shoes & Stylish Design,399 Queen Street W,M5V 2A5,43.649087,-79.3946204,3,0,"{'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'BikeParking': 'True'}","Fashion, Shoe Stores, Shopping","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-19:0'}","{'type': 'Point', 'coordinates': [-79.3946204, 43.649087]}"
1Ghy0rBmEcTyL6ExRs5CXg,O&B Artisan,"Hudson's Bay Queen Street, Lower Level, 176 Yonge Street",M5C 2L7,43.6521713,-79.379441,7,0,"{'WiFi': ""'free'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True'}","Chocolatiers & Shops, Food, Ice Cream & Frozen Yogurt, Specialty Food, Bakeries","{'Monday': '11:0-18:30', 'Tuesday': '11:0-18:30', 'Wednesday': '11:0-18:30', 'Thursday': '11:0-18:30', 'Friday': '11:0-18:30', 'Saturday': '11:0-18:30', 'Sunday': '12:0-17:0'}","{'type': 'Point', 'coordinates': [-79.379441, 43.6521713]}"
Zwrpe8S2VTpfsZ1_4HCMDA,Mr. Greek Express,18 Lebovic Ave,M1L,43.7232876,-79.290478,23,1,"{'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Mediterranean, Greek",,"{'type': 'Point', 'coordinates': [-79.290478, 43.7232876]}"
nYm1RyJVbQOYHWhePzmmdw,Pull'd,"210 Princes' Blvd, Exhibition Place",M6K 3C3,43.6323508,-79.4212796,3,1,,"Food Stands, Restaurants",,"{'type': 'Point', 'coordinates': [-79.4212796, 43.6323508]}"
eKJkOicZrY-sfAXT4B50Ug,Logo Magik,897 Dundas Street West,M6J 1V9,43.6508792,-79.4120666,3,1,,"Shopping, Screen Printing, Local Services","{'Monday': '10:30-18:30', 'Tuesday': '10:30-18:30', 'Wednesday': '10:30-18:30', 'Thursday': '10:30-18:30', 'Friday': '10:30-18:30'}","{'type': 'Point', 'coordinates': [-79.4120666, 43.6508792]}"
